TXNAME,GENEID
GeneID_100315673_t1,GeneID_100315673
XR_410027,LOC102654485
NR_127376,GeneID_104796179
GeneID_104796179_t1,GeneID_104796179
XM_026442518,LOC551663
XM_624082,LOC551694
XM_624166,LOC551781
XM_006564670,LOC100577351
XM_006564669,LOC100577351
XM_026442385,LOC100577351
XM_393060,LOC409553
XM_001122061,LOC726314
XM_006564672,LOC410004
XM_016913688,LOC410003
XM_006564676,LOC410003
XM_006564673,LOC410003
XM_006564674,LOC410003
XM_026442520,LOC726381
XM_026442521,LOC726381
XM_006564681,LOC100578909
XM_006564680,LOC100578909
XM_016913624,LOC100578909
XM_624405,LOC552024
XM_006564684,LOC100576215
XM_003250447,LOC100576215
XM_003250445,LOC100576215
XM_006564688,LOC100576401
XM_001122379,LOC726658
XM_624592,LOC552215
XR_001703869,LOC107964819
XR_003305167,LOC113218938
XM_016913410,LOC726514
XM_026442280,LOC726514
XM_026442278,LOC726514
XM_026442279,LOC726514
XR_120199,LOC100576503
XM_026442287,LOC552239
XM_026442285,LOC552239
XM_026442286,LOC552239
XM_016913805,LOC551572
XM_016913806,LOC551572
XM_623964,LOC551572
XM_006566838,LOC551572
XM_016913807,LOC551572
XM_026442301,LOC726953
XM_016913790,LOC726953
XM_006566835,LOC726953
XM_006566836,LOC726953
XR_003305248,LOC102656572
XR_003305249,LOC113218963
XR_003305250,LOC113218964
XM_016913657,LOC726725
XM_006566834,LOC726725
XM_016913658,LOC411651
XM_026442529,LOC411651
XM_016913661,LOC552432
XM_026442530,LOC552432
XM_006566821,LOC100578253
XM_006566825,LOC100578253
XM_006566823,LOC100578253
XM_006566824,LOC100578253
XM_006566822,LOC100578253
XM_016913464,LOC100578253
XM_016913528,LOC413324
XM_016913527,LOC413324
XR_003305213,LOC113218954
XR_410805,LOC102655591
XM_003250895,LOC100578107
XM_003250893,LOC100578025
XM_003250899,LOC100578668
XM_016913815,LOC100578668
XM_026442423,LOC100578668
XM_026442424,LOC100578668
XM_026442255,LOC113218935
XM_006566801,LOC100577915
XM_026442460,LOC100577915
XM_026442459,LOC100577915
XM_006568007,LOC411459
XM_006568008,LOC411459
XM_006568009,LOC411459
XM_394934,LOC411459
XM_006568010,LOC411459
XM_016913571,LOC411459
XM_623947,LOC551553
XM_026442458,LOC409557
XM_393065,LOC409557
XM_006568011,LOC412655
XR_411071,LOC102654523
XM_006568019,LOC412612
XM_006568020,LOC412612
XM_016913796,LOC552498
XM_026442386,LOC102655689
XM_397314,LOC413875
XM_003251119,LOC413875
XM_006568024,LOC552560
XM_624936,LOC552560
XM_006568025,LOC552560
XM_006568030,LOC408972
XR_411074,LOC102655302
XM_016913628,LOC411285
XM_016913626,LOC411285
XM_394758,LOC411285
XM_016913627,LOC411285
NR_039435,GeneID_100629095
GeneID_100629095_t1,GeneID_100629095
GeneID_107964918_t1,GeneID_107964918
XM_016913298,GeneID_406084
XM_006568053,GeneID_406084
NM_001098215,GeneID_406084
NM_001159355,GeneID_406084
XR_001703867,LOC107964818
XR_003305166,LOC107964818
XM_016913467,LOC413052
XM_396503,LOC413052
XM_026442481,LOC100577889
XM_006568057,LOC100577889
XM_026442480,LOC100577575
XM_016913470,LOC107964828
XM_006568065,LOC413048
XM_396499,LOC413048
XM_026442196,LOC552709
XM_026442199,LOC552709
XM_026442201,LOC552709
XM_026442204,LOC552709
XM_026442205,LOC552709
XM_026442206,LOC552709
XM_026442195,LOC552709
XM_026442202,LOC552709
XM_026442191,LOC552709
XM_026442193,LOC552709
XM_026442194,LOC552709
XM_026442192,LOC552709
XM_026442198,LOC552709
XM_026442207,LOC552709
XM_026442200,LOC552709
XM_026442203,LOC552709
XM_026442257,LOC725838
XM_006568265,LOC100576916
XM_001121804,LOC726028
XM_016913636,LOC726028
XM_026442341,LOC100577283
XM_016913393,LOC100577283
XM_026442340,LOC100577283
XM_003251199,LOC100577283
XM_003251197,LOC100576936
XM_026442258,LOC107964791
XR_411242,LOC102656218
XM_006568522,LOC100576746
XM_006568521,LOC100576746
XM_006568523,LOC100576746
XM_003251195,LOC100576746
XM_003251193,LOC551131
XM_623527,LOC551131
XM_003251191,LOC725023
XM_001120925,LOC725023
XM_006568519,LOC725023
XM_006568517,LOC409529
XM_393035,LOC409529
XM_006568514,LOC551263
XM_026442342,LOC551263
XM_006568515,LOC551263
XM_624084,LOC551696
XM_016913797,LOC551754
XM_624141,LOC551754
XM_623091,LOC550698
XM_003251198,LOC100576975
XM_006568507,LOC552284
XM_006568506,LOC552284
XM_624660,LOC552284
XM_006568508,LOC552284
XM_006569826,LOC100578892
XM_026442047,LOC107964839
XM_026442048,LOC107964839
XM_026442049,LOC107964839
XM_026442050,LOC107964839
XM_026442051,LOC107964839
XM_026442052,LOC107964839
XM_393135,LOC409637
XM_624274,LOC551888
XM_001122532,LOC726811
XM_026442138,LOC726811
XM_026442139,LOC726811
XM_026442140,LOC726811
XR_001703970,LOC107964857
XM_026442030,LOC726874
XM_026442031,LOC726874
XM_026442032,LOC100577519
XM_026442318,LOC725941
XM_026442319,LOC725941
XM_026442320,LOC725941
XM_393018,LOC409511
XM_006569720,LOC409511
XM_624390,LOC552010
XM_026442378,LOC726315
XM_396181,LOC412728
XM_006569726,LOC551297
XM_623696,LOC551297
XR_003305112,LOC113218924
XR_003305114,LOC107964882
XR_001704041,LOC107964882
XR_003305113,LOC107964882
XR_003305115,LOC107964882
XM_624108,LOC551720
XM_006569732,LOC726819
XM_006569733,LOC726625
XM_026442511,LOC726625
XM_016913597,LOC726625
XM_026442510,LOC726625
XR_003305226,LOC100578928
XM_016913600,LOC100578928
XM_001122299,LOC726571
XM_006569764,LOC412092
XM_006569766,LOC412092
XM_006569768,LOC412092
XM_016913640,LOC412092
XM_016913641,LOC412092
XM_016913642,LOC412092
XM_026442266,LOC724320
XM_001120232,LOC724398
XR_001704064,LOC107964902
NR_039437,GeneID_100628998
GeneID_100628998_t1,GeneID_100628998
NR_039438,GeneID_100629077
GeneID_100629077_t1,GeneID_100629077
XR_003305157,LOC113218930
XM_006569779,LOC410101
XM_393589,LOC410101
XM_016913576,LOC410101
XM_006569778,LOC410101
XM_006569777,LOC410101
XM_006569776,LOC410101
XM_006569780,LOC410101
XM_006569781,LOC410101
XM_623500,LOC551104
GeneID_107964919_t1,GeneID_107964919
XM_016913735,LOC552721
XM_625096,LOC552721
NM_001163715,GeneID_727472
XM_026442267,LOC727101
XR_001704055,LOC107964896
XM_001120296,LOC724439
XM_396645,LOC413195
XM_624558,LOC552180
XM_026442064,LOC724613
XM_026442063,LOC724613
XM_026442066,LOC724613
XM_026442067,LOC724613
XM_026442065,LOC724613
XM_026442068,LOC724613
XM_026442127,LOC413197
XM_026442128,LOC413197
XM_026442129,LOC413197
XM_026442130,LOC413197
XM_026442126,LOC413197
XM_026442262,LOC409814
XM_026442263,LOC409814
XM_026442264,LOC409814
XM_026442265,LOC409814
NR_031519,GeneID_732502
GeneID_732502_t1,GeneID_732502
XM_006569790,LOC100576760
XM_003251379,LOC100576760
XM_016913699,LOC724935
XM_006569791,LOC100577033
XM_003251381,LOC100577033
XM_016913434,LOC412254
XM_016913433,LOC412254
XM_006569809,LOC412254
XM_006569810,LOC412254
XM_006569807,LOC412254
XM_006569808,LOC412254
XM_395716,LOC412254
XM_026442166,LOC412254
XM_026442167,LOC412254
XM_026442164,LOC113218568
XM_026442165,LOC113218568
XM_026442163,LOC113218568
XM_026442168,LOC413264
XM_026442421,LOC100577071
XM_001121019,LOC725135
GeneID_107964920_t1,GeneID_107964920
XM_396039,LOC412584
XM_394711,LOC411237
XM_026442455,LOC100577363
XM_026442454,LOC100577363
XM_026442099,LOC412959
XM_026442097,LOC412959
XM_026442102,LOC412959
XM_026442096,LOC412959
XM_026442103,LOC412959
XM_026442100,LOC412959
XM_026442101,LOC412959
XM_026442104,LOC412959
XM_016913708,LOC412959
XM_026442105,LOC412959
XM_026442098,LOC412959
XM_026442024,LOC413616
XM_026442028,LOC413616
XM_026442027,LOC413616
XM_026442026,LOC413616
XM_026442025,LOC413616
XM_026442254,LOC100577817
XM_003249035,LOC413814
XM_006557269,LOC411905
XM_006557270,LOC411905
XM_395374,LOC411905
XR_001703895,LOC107964825
XM_001120056,LOC724264
XM_001119928,LOC724175
XM_006557265,LOC100577931
XM_006557266,LOC100577931
NR_127364,GeneID_104796632
GeneID_104796632_t1,GeneID_104796632
XM_006558217,LOC411238
XM_006558216,LOC411238
XM_016913480,LOC411238
XM_016913479,LOC411238
XM_016913481,LOC411238
XM_026442371,LOC411238
XM_006558218,LOC411238
XM_006558221,LOC411238
XM_003249196,LOC100576405
XM_006558214,LOC100576405
XM_006558215,LOC100576405
XM_026442241,LOC413002
XM_006558212,LOC413002
XM_006558211,LOC413002
XM_026442086,LOC100576326
XM_016913697,LOC100576326
XM_016913694,LOC100576326
XM_016913693,LOC100576326
XM_016913696,LOC100576326
XM_016913692,LOC107963995
XM_026442020,GeneID_408956
XM_026442021,GeneID_408956
NM_001040231,GeneID_408956
XM_016913570,LOC551432
XM_016913561,LOC551432
XM_016913562,LOC551432
XM_016913566,LOC551432
XM_016913567,LOC551432
XM_016913568,LOC551432
XM_016913564,LOC551432
XM_006558196,LOC551432
XM_016913559,LOC551432
XM_016913569,LOC551432
XM_016913560,LOC551432
XM_026442485,LOC551432
XM_026442483,LOC100576754
XM_006558208,LOC100576754
XM_016913551,LOC100576754
XM_016913552,LOC100576754
XM_006558204,LOC100576754
XM_006558205,LOC100576754
XM_016913646,LOC100576381
XM_016913647,LOC100576381
XM_016913645,LOC100576381
XM_016913649,LOC100576381
XM_016913648,LOC100576381
XM_625107,LOC552732
XM_026442059,LOC113218918
XM_026442061,LOC113218918
XM_026442060,LOC113218918
XM_026442186,LOC411961
XM_026442187,LOC411961
XR_003305162,LOC113218931
XR_003305161,LOC113218931
XR_001704056,LOC102655375
XR_003305160,LOC102655292
XR_407972,LOC102655292
XM_026442188,LOC725876
XM_006558656,LOC725908
XM_016913705,LOC725908
XM_006558634,LOC552768
XM_006558633,LOC552768
XM_625144,LOC552768
XM_026442189,LOC552768
XM_026442468,LOC551807
XM_026442464,LOC551807
XM_026442465,LOC551807
XM_026442467,LOC551807
XM_026442463,LOC551807
XM_026442466,LOC551807
XM_026442473,LOC113218957
XM_006558652,LOC552717
XM_625092,LOC552717
XM_392585,LOC409059
XM_006558653,LOC411423
XM_026442373,LOC411423
XM_026442374,LOC411423
XM_006558916,LOC102654746
XM_026442382,LOC726872
XM_623533,LOC551137
XM_016913308,LOC725234
XM_006558900,LOC102653930
XM_026442366,LOC102653727
XM_026442365,LOC409493
XM_026442364,LOC409493
XM_393000,LOC409493
XM_006558886,LOC412444
XM_006558887,LOC412444
XM_006558885,LOC412444
XM_016913720,LOC412391
XM_016913712,LOC412391
XM_016913713,LOC412391
XM_026442125,LOC412391
XM_016913714,LOC412391
XM_016913715,LOC412391
XM_016913718,LOC412391
XM_016913716,LOC412391
XM_016913719,LOC412391
XM_395849,LOC412391
XM_624817,LOC552444
XM_026442379,LOC552444
XM_026442494,LOC413914
XM_026442493,LOC413914
XM_026442492,LOC413914
XM_026442495,LOC100578826
XM_026442496,LOC102656529
XM_624245,LOC551860
XM_006558876,LOC410105
XM_006558866,LOC726572
XM_006558867,LOC726572
XM_016913676,LOC726572
XM_006558862,LOC410107
XM_393594,LOC410107
XM_026442302,LOC552550
XM_006558857,LOC727030
XM_026442580,LOC727030
XM_006558856,LOC727030
XM_001122742,LOC727030
XM_016913653,LOC727030
XM_006558855,LOC727015
XM_395507,LOC412041
XM_001121462,LOC725633
XM_016913652,LOC100576300
XM_624366,LOC551983
XM_624414,LOC552034
XM_003249355,LOC100577982
XM_006559428,LOC102654371
XM_006559429,LOC100577229
XM_003249481,LOC100577229
XM_006559430,LOC100577229
XM_026442547,LOC100577302
XM_026442546,LOC100577302
XM_026442545,LOC100577302
XM_026442544,LOC100577302
XM_026442542,LOC100577302
XM_026442543,LOC100577302
NM_001242997,GeneID_411770
XM_392719,LOC409195
XM_395238,LOC411771
XM_392884,LOC409369
XM_006559432,LOC409371
NM_001012615,GeneID_409372
XM_001120227,LOC724393
XM_006559433,LOC724437
XM_006559434,LOC724533
XM_006559439,LOC410085
XM_006559438,LOC410085
XM_016913517,LOC410085
XM_016913518,LOC410085
XM_393573,LOC410085
XM_392773,LOC409250
XM_006559444,LOC551603
XM_006559443,LOC551603
XM_003249490,LOC411658
XM_006559509,LOC100576968
XM_006559508,LOC100576968
XM_003249478,LOC100576968
XM_006559507,LOC100576968
XM_016913353,LOC727647
XM_001123354,LOC727647
XM_001123356,LOC727649
XM_016913338,LOC727649
XM_006559505,LOC409166
XM_016913342,LOC409166
XM_026442571,LOC107964792
XM_026442553,LOC409325
XM_026442554,LOC409325
XM_026442555,LOC409325
XM_006559485,LOC409836
XM_006559487,LOC409836
XM_006559490,LOC409836
XM_006559483,LOC409836
XM_006559484,LOC409836
XM_006559491,LOC409836
XM_006559492,LOC409836
XM_006559495,LOC409836
XM_026442551,LOC409836
XM_006559493,LOC409836
XM_006559494,LOC409836
XM_016913335,LOC409836
XM_016913334,LOC409836
XM_006559489,LOC409836
XM_006559486,LOC409836
XM_006559488,LOC409836
XM_006559502,LOC409836
XM_006559500,LOC409836
XM_006559498,LOC409836
XM_026442552,LOC409836
NM_001142461,GeneID_552393
NM_001011637,GeneID_413254
XM_006559426,GeneID_413254
XM_003249483,LOC100577452
XM_001122102,LOC726359
XR_408386,LOC102656530
XR_003305256,LOC102656530
XM_026442568,LOC113218965
XM_026442566,LOC113218569
XM_026442565,LOC113218569
XM_026442567,LOC113218569
XM_026442559,LOC413556
XM_026442556,LOC413556
XM_026442558,LOC413556
XM_026442557,LOC413556
XM_026442560,LOC413556
XM_006559465,LOC100577488
XM_026442248,LOC725020
XM_006559449,LOC409616
XM_016913332,LOC409616
XM_026442548,LOC409616
XM_026442550,LOC409616
XM_006559450,LOC409616
XM_026442549,LOC409616
XM_006559455,LOC409616
XM_006559447,LOC409616
XM_006559453,LOC409616
XM_006559511,LOC552576
XM_026442380,LOC552555
XM_006559512,LOC552555
XM_624931,LOC552555
XM_006559522,LOC102655877
XM_006559521,LOC102655836
XM_016913651,LOC107964876
XM_392556,LOC409026
XM_006559529,LOC102656154
XM_016913812,LOC102656154
XM_016913674,LOC552279
XM_006559537,LOC552279
XR_003305085,LOC113218917
XM_006559534,LOC100577582
XM_003249464,LOC100577582
XM_016913675,LOC100577582
XM_026442426,LOC725900
XR_003305211,LOC113218952
NM_001011626,GeneID_406154
NM_001098167,GeneID_406154
XM_026442223,LOC411775
XM_392721,LOC409197
XM_026442218,LOC410018
XM_006559570,LOC410018
XM_026442217,LOC410018
XM_026442219,LOC410018
XM_006559569,LOC410018
XM_026442220,LOC410018
XM_006559571,LOC410018
XM_016913383,LOC410018
XM_026442216,LOC410018
XM_006559566,LOC410018
XM_016913379,LOC410018
XM_016913380,LOC410018
XM_016913381,LOC410018
XM_016913384,LOC410018
XM_016913387,LOC725483
XM_026442224,LOC725438
XR_001704044,LOC102655052
XM_026442457,LOC551717
XM_006559586,LOC551717
GeneID_107964921_t1,GeneID_107964921
XR_003305184,LOC113218945
XR_003305183,LOC113218945
XR_408426,LOC102655794
XR_001703876,LOC102655794
XR_003305152,LOC100578698
XR_003305147,LOC100578698
XR_003305151,LOC100578698
XR_003305148,LOC100578698
XR_003305149,LOC100578698
XR_003305150,LOC100578698
XM_026442185,LOC100578698
XM_026442142,LOC726586
XM_623489,LOC551090
XM_006559605,LOC726636
XM_006559606,LOC726636
XM_016913744,LOC726636
XM_026442213,LOC726636
XM_006559608,LOC412308
XM_006559610,LOC551462
XM_006559611,LOC551462
XM_623857,LOC551462
XM_006559609,LOC551462
XM_026442132,LOC726500
XM_001122669,LOC726952
XM_026442343,LOC410142
XM_026442344,LOC410142
XM_016913763,LOC412284
XM_016913762,LOC412284
XM_395745,LOC412284
XM_006559617,LOC412284
XM_006559626,LOC413185
XM_006559625,LOC413185
XM_006559630,LOC413185
XM_006559623,LOC413185
XM_006559622,LOC413185
XM_006559624,LOC413185
XM_006559628,LOC413185
XM_006559629,LOC413185
XM_016913737,LOC413185
XM_006559627,LOC413185
XM_396635,LOC413184
XR_001704008,LOC102654896
XR_408453,LOC102654896
XR_408448,LOC102654732
XR_001704007,LOC102655053
XR_001704006,LOC102655053
XR_001704061,LOC107964899
XM_016913747,LOC412128
XM_006559639,LOC412128
XM_006559641,LOC412128
XM_016913746,LOC412128
XM_026442208,LOC412128
XM_395592,LOC412128
XM_016913745,LOC412128
XM_006559675,LOC726673
XM_026442507,LOC552177
XM_026442504,LOC552177
XM_026442503,LOC552177
XM_016913625,LOC552177
XM_026442505,LOC552177
XM_026442506,LOC552177
XM_026442502,LOC552177
XM_026442501,LOC552177
XM_026442508,LOC552177
XM_006559645,LOC552242
XR_408465,LOC102655682
XR_003305186,LOC102655682
XR_408464,LOC102655682
XM_397062,LOC413620
XM_006559649,LOC413620
XM_006559648,LOC413620
XM_006559650,LOC551834
XM_397060,LOC413618
XM_026442363,LOC100576863
XM_003249477,LOC100576863
XM_397179,LOC413740
XM_006559658,LOC413740
XR_003305205,LOC113218949
GeneID_107964922_t1,GeneID_107964922
XM_006559664,LOC102656579
NM_001164008,LOC551571
XM_006559665,LOC409628
XM_006559667,LOC409628
XM_393129,LOC409628
XM_006559666,LOC409628
XM_026442249,LOC113218934
XM_003250087,LOC100577135
NM_001167709,GeneID_724880
XM_026442482,LOC113218959
XM_006562608,LOC102655697
XM_026442372,LOC102655783
XM_026442183,LOC725057
XR_003305214,LOC113218955
XM_026442144,LOC100577028
XM_026442143,LOC100577028
XR_001704026,LOC107964872
XM_396279,LOC412827
XM_026442577,LOC724750
XM_026442578,LOC724750
XM_026442579,LOC724750
XM_003249829,LOC100577080
XM_006561424,LOC100577080
XM_006561425,LOC100577080
XM_003249830,LOC100577110
XM_026442432,LOC725021
XM_026442430,LOC725021
XM_026442434,LOC725021
XM_026442431,LOC725021
XM_026442433,LOC725021
XM_026442435,LOC725021
XM_003249831,LOC100577150
XM_394722,LOC411249
XM_006561450,LOC411250
XM_016913359,LOC411252
XM_026442499,LOC411252
XM_016913360,LOC411252
XM_016913357,LOC411252
XM_016913358,LOC411252
XM_016913361,LOC725439
XM_003249835,LOC725439
XM_026442500,LOC408961
XR_001703838,LOC107964799
XM_006561451,LOC411253
XM_016913365,LOC411253
XM_016913364,LOC411253
XM_026442359,LOC102656369
XM_026442175,LOC102656645
XM_026442174,LOC102656645
XM_394728,LOC411255
XM_006561471,LOC725803
XM_006561472,LOC725803
XM_006561476,LOC725803
XM_001121610,LOC725803
XM_006561473,LOC725803
XM_006561475,LOC725803
GeneID_107964923_t1,GeneID_107964923
XR_409135,LOC102656871
XM_394733,LOC411260
XM_394734,LOC411261
XM_006561479,LOC411261
XM_001121803,LOC726027
XR_001703925,LOC408963
XR_001703924,LOC408963
XR_001703922,LOC408963
XR_001703921,LOC408963
XR_001703923,LOC408963
XR_001703918,LOC408963
XR_001703920,LOC408963
XR_001703919,LOC408963
XR_001703917,LOC408963
XR_001703915,LOC408963
XR_001703916,LOC408963
XM_016913538,LOC408963
XR_003305175,LOC113218941
XM_026442322,LOC411264
XR_003305176,LOC411264
XM_026442323,LOC411264
GeneID_107964924_t1,GeneID_107964924
XM_006563862,LOC102654212
XM_006563858,LOC100577269
XM_016913682,LOC100577269
XR_003305263,LOC100577269
XM_396554,LOC413103
XM_393262,LOC409769
XM_026442141,LOC113218925
XR_003305165,LOC102656787
NR_034292,GeneID_100315666
GeneID_100315666_t1,GeneID_100315666
XM_016913753,LOC411731
XM_006563847,LOC411731
XM_026442422,LOC102654641
XM_006563845,LOC100577825
XM_006563844,LOC411915
XM_003250303,LOC411915
XM_395384,LOC411915
XM_006563841,LOC411916
XM_395385,LOC411916
XM_394739,LOC411266
XM_026442115,LOC551261
XM_026442113,LOC551261
XM_026442114,LOC551261
XM_026442118,LOC551261
XR_003305091,LOC551261
XR_003305093,LOC551261
XM_026442111,LOC551261
XM_026442110,LOC551261
XM_026442108,LOC551261
XM_026442109,LOC551261
XM_026442112,LOC551261
XM_026442107,LOC551261
XR_003305092,LOC551261
XR_409787,LOC102655432
XR_003305094,LOC551261
XM_026442117,LOC551261
XR_003305096,LOC113218922
XM_026442116,LOC551261
XM_016913397,LOC724933
XM_006563827,LOC409435
XM_006563828,LOC409435
XM_006563829,LOC409435
XM_006563830,LOC409435
XM_006563832,LOC409435
XM_006563833,LOC409435
XM_006563834,LOC409435
XM_006563835,LOC409435
XM_006563820,LOC409435
XM_006563831,LOC409435
XM_392948,LOC409435
XM_006563819,LOC409435
XM_006563821,LOC409435
XM_006563822,LOC409435
XM_006563823,LOC409435
XM_006563824,LOC409435
XM_006563825,LOC409435
XM_006563826,LOC409435
XM_395784,LOC412323
XR_409785,LOC725556
XR_409786,LOC725556
XM_026442119,LOC725556
XM_016913482,LOC725556
XM_003250298,LOC725312
XM_395548,LOC412082
XM_001121355,LOC725518
XM_394923,LOC411448
XM_006563802,LOC409303
XM_026442590,LOC113218967
GeneID_107964925_t1,GeneID_107964925
XM_006563796,LOC727408
XM_006563797,LOC727408
XM_016913399,LOC727408
XM_001123118,LOC727408
XR_001703862,LOC100578949
XM_395811,LOC412350
XR_003305179,LOC107964813
NR_039534,GeneID_100629054
GeneID_100629054_t1,GeneID_100629054
XM_026442355,LOC551401
XM_006563787,LOC551401
XM_006563788,LOC551401
XM_026442251,LOC411392
XM_026442080,LOC725837
XM_026442081,LOC725837
XM_395835,LOC412377
XM_026442252,LOC412835
XR_001703946,LOC102656264
XR_001703947,LOC102656264
XR_001703954,LOC107964850
XR_003305224,LOC102656373
XR_001703952,LOC102656373
XM_006563778,LOC412837
XM_624138,LOC551751
XM_006563773,LOC412838
XM_006563774,LOC412838
XM_006563771,LOC412838
XM_006563772,LOC412838
XM_396290,LOC412838
XR_409766,LOC102655812
XM_006563775,LOC551806
XM_624191,LOC551806
XM_026442515,LOC551806
XM_006563770,LOC551806
XM_026442305,LOC726165
XM_026442306,LOC726165
XM_026442307,LOC726165
XM_006563764,LOC413612
XM_397054,LOC413612
XM_393481,LOC409993
XM_393483,LOC409995
XM_394908,LOC411435
XM_026442419,LOC409722
XM_026442398,LOC409722
XM_026442397,LOC409722
XM_026442390,LOC409722
XM_026442392,LOC409722
XM_026442393,LOC409722
XM_026442387,LOC409722
XM_026442388,LOC409722
XM_026442389,LOC409722
XM_026442416,LOC409722
XM_026442417,LOC409722
XM_026442418,LOC409722
XM_026442414,LOC409722
XM_026442415,LOC409722
XM_026442412,LOC409722
XM_026442413,LOC409722
XM_026442411,LOC409722
XM_026442410,LOC409722
XM_026442406,LOC409722
XM_026442408,LOC409722
XM_026442409,LOC409722
XM_026442400,LOC409722
XM_026442401,LOC409722
XM_026442402,LOC409722
XM_026442405,LOC409722
XM_026442407,LOC409722
XM_026442394,LOC409722
XM_026442395,LOC409722
XM_026442396,LOC409722
XM_026442399,LOC409722
XM_026442403,LOC409722
XM_026442404,LOC409722
XM_026442391,LOC409722
XR_001703931,LOC102654944
XR_001703836,LOC107964797
XM_624530,LOC552151
XM_003250290,LOC100577382
XR_001704088,LOC107964909
XR_001704089,LOC107964909
XR_001704091,LOC107964909
XM_026442334,LOC113218943
XM_026442335,LOC113218943
XM_016913501,LOC726657
XM_026442332,LOC726657
XM_026442333,LOC726657
XM_026442331,LOC726657
XM_006564507,LOC726637
XM_001122360,LOC726637
XM_006564506,LOC726637
XM_001122245,LOC726513
XM_006564513,LOC726513
XM_006564515,LOC409219
XM_006564524,LOC409122
XM_026442046,LOC411596
XM_392767,LOC409244
XM_016913549,LOC408967
XM_016913546,LOC408967
XM_026442524,LOC408967
XM_006564542,LOC408967
XM_026442525,LOC408967
XM_006564541,LOC408967
XM_016913545,LOC408967
XM_016913547,LOC408967
XM_016913543,LOC408967
XM_016913548,LOC408967
XR_003305247,LOC113218962
XM_006564534,LOC411272
XR_003305125,LOC102655699
XR_003305122,LOC102655699
XR_003305124,LOC102655699
XR_003305127,LOC102655699
XR_003305120,LOC102655699
XR_003305129,LOC102655699
XR_003305130,LOC102655699
XR_003305131,LOC102655699
XR_003305132,LOC102655699
XR_003305121,LOC102655699
XR_003305123,LOC102655699
XR_003305126,LOC102655699
XR_003305128,LOC102655699
XR_003305118,LOC113218927
XR_003305119,LOC113218927
XR_003305133,LOC113218928
XM_394742,LOC411269
NR_031511,GeneID_732494
GeneID_732494_t1,GeneID_732494
NR_034281,GeneID_100315656
GeneID_100315656_t1,GeneID_100315656
NR_034283,GeneID_100315658
GeneID_100315658_t1,GeneID_100315658
XM_006564554,LOC408964
XM_006564555,LOC408964
XM_026442325,LOC408964
XM_026442327,LOC408964
XM_026442329,LOC408964
XM_026442330,LOC408964
XM_026442326,LOC408964
XM_026442328,LOC408964
XM_016913485,LOC107964835
XM_006564553,LOC102656215
XM_016913487,LOC409368
XM_392882,LOC409367
XM_006564561,LOC552055
XM_624434,LOC552055
XM_006564562,LOC552031
XM_624411,LOC552031
XM_016913447,LOC552031
XM_016913449,LOC552031
XM_016913446,LOC552031
XM_016913448,LOC552031
XM_016913450,LOC552031
XM_006564563,LOC552003
XM_006564565,LOC552003
XM_026442087,LOC552003
XM_006564564,LOC552003
XM_001122365,LOC726643
XM_006564568,LOC551928
XM_006564569,LOC551928
XM_016913444,LOC551928
XM_026442289,LOC551904
XM_006564571,LOC551904
XM_006564572,LOC551904
XM_026442290,LOC551904
XM_006564576,LOC412080
XM_006564577,LOC412080
XM_016913475,LOC412080
XM_006564578,LOC412080
XM_006564575,LOC412080
XM_006564574,LOC412080
XM_026442295,LOC410037
XM_026442294,LOC410037
XM_026442293,LOC410037
XM_026442291,LOC410037
XM_026442292,LOC410037
XM_006564591,LOC551135
XM_006564590,LOC551135
XM_006564592,LOC551135
XM_006564589,LOC409154
XM_006564595,LOC408968
XM_394746,LOC411273
XM_026442276,LOC411273
XR_001704085,LOC107964906
XR_003305180,LOC107964906
XM_016913803,LOC725134
XM_006564597,LOC725134
XM_016913666,LOC100577332
XM_026442314,LOC100577332
XM_016913667,LOC100577332
XM_016913668,LOC100577332
XM_026442315,LOC100577332
XM_026442316,LOC100577332
XR_001704014,LOC107964868
XM_026442313,LOC100577053
XM_026442312,LOC100577053
XM_026442311,LOC100577053
XM_393051,LOC409544
XM_006564607,LOC725370
XM_006564608,LOC725370
XM_016913496,LOC107964838
XM_026442253,LOC413627
XM_006564611,LOC413625
XM_006564610,LOC413625
XM_003250439,LOC100577727
XM_006564612,LOC100577727
XM_006564613,LOC100577727
XM_006564615,LOC408970
XM_392499,LOC408970
XR_410019,LOC102656147
XM_003250440,LOC100577901
XR_003305089,LOC100577978
XM_006564617,LOC102656294
XM_016913459,LOC102656248
XM_006564616,LOC102656248
XM_001121781,LOC726000
XM_016913457,LOC411279
XM_016913456,LOC411279
XM_016913458,LOC411279
XM_394752,LOC411279
XM_001121847,LOC726076
XR_003305234,LOC102654625
XR_003305229,LOC102654625
XR_003305233,LOC102654625
XR_003305228,LOC102654625
XR_003305232,LOC102654625
XR_003305235,LOC102654625
XR_003305231,LOC102654625
XR_003305230,LOC102654625
XR_003305237,LOC102654521
XR_003305241,LOC102654521
XR_003305242,LOC102654521
XR_003305243,LOC102654521
XR_003305238,LOC102654521
XR_003305236,LOC102654521
XR_003305239,LOC102654521
XR_003305240,LOC102654521
XR_003305244,LOC102654521
XR_003305246,LOC102654385
XR_003305245,LOC102654385
XR_001703999,LOC102654385
XM_397412,LOC413976
XM_016913756,LOC726212
XM_394827,LOC411353
XM_397085,LOC413643
XM_624332,LOC551950
XM_001120611,LOC726411
NM_001040203,GeneID_678510
XM_006564502,GeneID_678510
